xpos,ypos
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.24,3.54
1.23,3.55
1.22,3.55
1.22,3.56
1.22,3.56
1.22,3.56
1.22,3.55
1.23,3.55
1.24,3.54
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.25,3.53
1.24,3.54
1.22,3.56
1.19,3.58
1.11,3.64
1.06,3.68
0.98,3.73
0.87,3.80
0.79,3.85
0.67,3.92
0.58,3.98
0.46,4.04
0.35,4.10
0.21,4.17
0.09,4.22
-0.02,4.27
-0.12,4.31
-0.25,4.36
-0.35,4.40
-0.48,4.45
-0.58,4.49
-0.71,4.53
-0.84,4.57
-0.98,4.62
-1.11,4.65
-1.24,4.69
-1.35,4.72
-1.51,4.78
-1.63,4.92
-1.69,4.90
-1.70,4.91
-1.68,4.92
-1.60,4.97
-1.57,4.98
-1.56,4.99
-1.57,4.99
-1.56,4.99
-1.54,4.99
-1.52,5.00
-1.50,5.01
-1.44,5.02
-1.37,5.03
-1.29,5.04
-1.13,5.06
-0.96,5.06
-0.81,5.04
-0.64,5.03
-0.50,5.04
-0.30,5.03
-0.15,5.02
-0.01,5.01
0.10,5.02
0.20,5.02
0.36,5.01
0.49,5.01
0.65,5.02
0.87,5.03
1.09,5.03
1.36,5.03
1.59,5.02
1.81,5.02
1.91,5.03
2.07,5.02
2.23,5.02
2.35,5.01
2.51,5.01
2.68,5.00
2.82,5.00
3.00,5.01
3.16,4.99
3.44,5.01
3.63,5.01
3.86,5.00
4.10,4.99
4.17,4.97
4.21,4.94
4.25,4.91
4.30,4.88
4.34,4.86
4.34,4.87
4.34,4.87
4.34,4.87
4.34,4.87
4.34,4.87
4.34,4.87
4.34,4.87
4.33,4.88
4.31,4.89
4.28,4.91
4.19,4.94
4.10,4.97
3.99,4.99
3.85,5.00
3.60,5.02
3.35,5.00
3.15,5.00
2.90,5.00
2.64,4.99
2.42,4.99
2.18,5.00
1.97,4.99
1.70,5.00
1.44,4.99
1.18,4.99
0.89,5.00
0.65,4.99
0.39,4.99
0.19,4.97
-0.03,4.97
-0.19,4.95
-0.39,4.95
-0.60,4.94
-0.82,4.95
-1.02,4.95
-1.25,4.94
-1.47,4.94
-1.62,4.93
-1.70,4.90
-1.73,4.89
-1.75,4.88
-1.77,4.86
-1.77,4.86
-1.78,4.86
-1.78,4.86
-1.78,4.86
-1.78,4.86
-1.77,4.87
-1.77,4.87
-1.76,4.88
-1.74,4.89
-1.71,4.90
-1.66,4.92
-1.60,4.94
-1.50,4.97
-1.37,4.98
-1.22,4.98
-1.04,4.99
-0.76,4.99
-0.49,5.00
-0.17,5.02
0.16,5.02
0.52,5.00
0.86,4.99
1.12,4.98
1.44,4.99
1.79,5.01
2.05,5.01
2.28,4.99
2.47,4.97
2.76,4.98
2.94,4.98
3.15,4.96
3.38,4.97
3.57,4.96
3.81,4.95
4.02,4.94
4.21,4.94
4.36,4.91
4.45,4.88
4.46,4.89
4.46,4.88
4.46,4.88
4.46,4.88
4.46,4.89
4.45,4.89
4.45,4.89
4.44,4.90
4.44,4.90
4.44,4.90
4.44,4.90
4.44,4.90
4.44,4.90
4.44,4.90
4.43,4.90
4.41,4.91
4.38,4.93
4.32,4.96
4.26,4.98
4.18,4.99
4.06,4.99
3.95,4.99
3.79,5.00
3.57,5.01
3.32,4.99
3.15,4.99
2.97,4.99
2.81,4.99
2.64,4.98
2.50,4.98
2.33,4.98
2.16,4.99
2.00,4.98
1.77,5.00
1.59,4.99
1.37,4.99
1.15,4.98
0.87,4.99
0.62,4.98
0.35,4.98
0.13,4.96
-0.11,4.97
-0.26,4.95
-0.50,4.95
-0.65,4.94
-0.86,4.96
-1.03,4.94
-1.24,4.95
-1.43,4.95
-1.56,4.95
-1.62,4.94
-1.62,4.94
-1.62,4.94
-1.62,4.94
-1.62,4.94
-1.62,4.95
-1.61,4.95
-1.61,4.95
-1.60,4.96
-1.58,4.96
-1.55,4.97
-1.52,4.98
-1.48,4.99
-1.45,4.99
-1.41,5.00
-1.36,4.99
-1.26,5.00
-1.08,5.00
-0.92,5.02
-0.70,5.01
-0.55,5.01
-0.32,5.02
-0.10,5.01
0.09,5.01
0.33,5.00
0.53,5.01
0.84,5.02
1.11,5.00
1.40,4.98
1.67,4.96
1.93,4.97
2.21,5.00
2.35,4.99
2.55,4.98
2.75,4.98
2.96,4.99
3.15,4.96
3.37,4.97
3.62,4.98
3.89,4.97
4.12,4.98
4.24,4.97
4.40,4.97
4.46,4.94
4.51,4.90
4.52,4.90
4.52,4.90
4.52,4.90
4.52,4.90
4.52,4.90
4.52,4.91
4.51,4.91
4.51,4.91
4.50,4.91
4.50,4.92
4.49,4.92
4.49,4.92
4.49,4.92
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
4.48,4.93
